country,date,true_val_NPI1,true_val_NPI2,true_val_NPI3,true_val_NPI4,true_val_NPI5,NPI1,NPI2,NPI3,NPI4,NPI5,I_t_1,I_t_2,I_t_3,I_t_4,I_t,C_t_1,C_t_2,C_t_3,C_t_4,C_t,Hicu_t_1,Hicu_t_2,Hicu_t_3,Hicu_t_4,Hicu_t,R_t_1,R_t_2,R_t_3,R_t_4,R_t,cf1_1,cf1_2,cf1_3,cf1_4,cf1,cf2,cf_full_1,cf_full_2,cf_full_3,cf_full_4,cf_full,weekday,rho_period,repC_t,ErepC_t,D_t_1,D_t_2,D_t_3,D_t_4,D_t,H_t_1,H_t_2,H_t_3,H_t_4,H_t,ifr_t_m_1,ifr_t_m_2,ifr_t_m_3,ifr_t_m_4,ifr_t_m,first_vaccination,second_vaccination,alpha,delta
countryA,2020-01-19,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,21,21,27,17,86,14,11,15,11,51,0,1,0,1,2,2.42186177281113,2.42186421405911,2.42186193556099,2.42186429543405,9.68745221786528,4.6368e-06,3.6288e-06,4.5696e-06,3.5952e-06,1.64304e-05,0,0.9999953632,0.9999963712,0.9999954304,0.9999964048,3.9999835696,7,1,1,2.72480531105506,0,0,0,0,0,2,1,0,3,6,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-20,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,26,23,31,24,104,17,14,18,13,62,0,0,0,1,1,2.42186006393754,2.42186250518552,2.4218597384378,2.42186291206019,9.68744521962105,5.3424e-06,4.3344e-06,5.4768e-06,4.1664e-06,1.932e-05,0,0.9999946576,0.9999956656,0.9999945232,0.9999958336,3.99998068,1,1,6,4.08037000279236,0,0,0,0,0,2,2,3,2,9,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-21,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,35,34,40,27,136,19,16,22,15,72,0,0,0,0,0,2.42185794818928,2.42186063356207,2.42185721581488,2.4218609590618,9.68743675662803,6.216e-06,5.1072e-06,6.5184e-06,4.9728e-06,2.28144e-05,0,0.999993784,0.9999948928,0.9999934816,0.9999950272,3.9999771856,2,1,11,7.422834728546,0,0,0,0,0,1,1,4,6,12,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-22,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,48,41,36,36,161,24,21,24,18,87,0,0,1,1,2,2.42185510006663,2.42185786681435,2.42185396081757,2.42185876193861,9.68742568963716,7.392e-06,6.2496e-06,7.8624e-06,5.88e-06,2.7384e-05,0,0.999992608,0.9999937504,0.9999921376,0.99999412,3.999972616,3,1,10,10.7022453197353,0,0,0,0,0,0,2,3,4,9,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-23,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,46,43,42,46,177,27,24,27,23,101,0,0,2,0,2,2.42185119406985,2.4218545304421,2.42185103131999,2.42185583244103,9.68741258827296,9.0048e-06,7.6272e-06,9.072e-06,7.0896e-06,3.27936e-05,0,0.9999909952,0.9999923728,0.999990928,0.9999929104,3.9999672064,4,1,11,11.8694112927991,0,0,0,0,0,3,2,4,6,15,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-24,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,41,53,68,51,213,31,29,33,27,120,1,1,1,2,5,2.42184745082294,2.42185103131999,2.4218476135728,2.42185208919411,9.68739818490984,1.05504e-05,9.072e-06,1.04832e-05,8.6352e-06,3.87408e-05,0,0.9999894496,0.999990928,0.9999895168,0.9999913648,3.9999612592,5,1,19,13.7146867269821,0,0,0,0,0,3,6,9,8,26,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-25,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,75,61,67,54,257,37,35,40,33,145,0,0,1,1,2,2.42184411445069,2.42184671844854,2.42184208007737,2.42184793907254,9.68738085204913,1.1928e-05,1.08528e-05,1.2768e-05,1.03488e-05,4.58976e-05,0,0.999988072,0.9999891472,0.999987232,0.9999896512,3.9999541024,6,1,8,12.8235054377344,0,0,1,0,1,4,4,13,6,27,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-26,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,78,92,94,81,345,44,43,47,39,173,1,2,0,2,5,2.42183801133072,2.42184175457764,2.42183662795686,2.42184354482616,9.68735993869138,1.4448e-05,1.29024e-05,1.50192e-05,1.21632e-05,5.45328e-05,0,0.999985552,0.9999870976,0.9999849808,0.9999878368,3.9999454672,7,1,8,9.34740865101572,0,0,0,0,0,2,2,11,12,27,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-27,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,82,97,99,99,377,50,52,57,49,208,0,1,1,3,5,2.42183166408596,2.42183426808381,2.42182897871317,2.4218369534566,9.68733186433954,1.70688e-05,1.59936e-05,1.81776e-05,1.48848e-05,6.61248e-05,0,0.9999829312,0.9999840064,0.9999818224,0.9999851152,3.9999338752,1,1,14,13.9415093213953,0,0,0,0,0,2,3,15,8,28,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-28,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,120,103,131,101,455,62,61,68,59,250,1,1,1,4,7,2.42182499134146,2.42182637471532,2.42182092259482,2.42182889733824,9.68730118598984,1.9824e-05,1.92528e-05,2.1504e-05,1.82112e-05,7.8792e-05,0,0.999980176,0.9999807472,0.999978496,0.9999817888,3.999921208,2,1,17,25.17944758998,0,0,0,0,0,3,7,10,9,29,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-29,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,157,130,106,134,527,75,73,76,70,294,0,1,2,3,6,2.42181522634952,2.42181799309723,2.42181026247861,2.42182067847002,9.68726416039538,2.3856e-05,2.27136e-05,2.59056e-05,2.16048e-05,9.408e-05,0,0.999976144,0.9999772864,0.9999740944,0.9999783952,3.99990592,3,1,32,36.3046041551402,0,1,0,1,2,4,10,12,26,52,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-30,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,136,130,133,147,546,88,83,86,83,340,1,2,1,0,4,2.42180245048505,2.42180741435596,2.42180163673572,2.42180977422901,9.68722127580575,2.91312e-05,2.70816e-05,2.94672e-05,2.61072e-05,0.0001117872,0,0.9999708688,0.9999729184,0.9999705328,0.9999738928,3.9998882128,4,1,50,40.315874664616,0,0,0,0,0,6,4,16,9,35,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-31,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,176,156,194,166,692,103,95,102,98,398,0,0,2,4,6,2.42179138349418,2.42179683561468,2.42179081386965,2.42179781211388,9.68717684509239,3.37008e-05,3.14496e-05,3.3936e-05,3.10464e-05,0.0001301328,0,0.9999662992,0.9999685504,0.999966064,0.9999689536,3.9998698672,5,1,55,46.4750442168409,0,0,0,0,0,3,14,14,27,58,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-01,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,232,232,220,204,888,122,115,121,114,472,1,5,6,4,16,2.42177706150599,2.42178414112515,2.42177502713267,2.42178430387502,9.68712053363883,3.96144e-05,3.66912e-05,4.04544e-05,3.6624e-05,0.000153384,0,0.9999603856,0.9999633088,0.9999595456,0.999963376,3.999846616,6,1,49,43.2040245250192,0,0,0,0,0,9,9,13,29,60,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-02,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,251,245,243,252,991,144,137,142,137,560,2,4,3,6,15,2.42175818252156,2.42176526214072,2.42175712464744,2.42176770338871,9.68704827269843,4.74096e-05,4.44864e-05,4.78464e-05,4.34784e-05,0.0001832208,0,0.9999525904,0.9999555136,0.9999521536,0.9999565216,3.9998167792,7,1,28,31.2650456848179,0,0,0,0,0,13,19,28,28,88,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-03,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,297,315,307,307,1226,170,166,169,164,669,0,5,2,4,11,2.42173775741341,2.42174532528217,2.42173735053874,2.42174719690562,9.68696763013994,5.58432e-05,5.27184e-05,5.60112e-05,5.19456e-05,0.0002165184,0,0.9999441568,0.9999472816,0.9999439888,0.9999480544,3.9997834816,1,1,50,46.4252087328943,0,0,0,0,0,8,22,24,37,91,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-04,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,376,343,358,357,1434,202,196,199,196,793,1,5,3,13,22,2.42171358905834,2.42171969217831,2.42171236843435,2.42172221480123,9.68686786447222,6.58224e-05,6.33024e-05,6.63264e-05,6.22608e-05,0.000257712,0,0.9999341776,0.9999366976,0.9999336736,0.9999377392,3.999742288,2,1,96,82.6952408728602,0,0,0,1,1,9,13,35,50,107,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-05,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,434,390,482,453,1759,241,229,244,237,951,2,3,9,4,18,2.42168299208358,2.42169178057633,2.42168323620838,2.42169316395019,9.68675117281846,7.8456e-05,7.48272e-05,7.83552e-05,7.4256e-05,0.0003058944,0,0.999921544,0.9999251728,0.9999216448,0.999925744,3.9996941056,3,1,122,118.344794309247,0,0,1,0,1,12,32,35,68,147,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-06,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,491,515,493,515,2014,283,274,287,284,1128,4,2,8,4,18,2.4216476753627,2.4216600443525,2.42164401349072,2.42165630110559,9.68660803431152,9.30384e-05,8.79312e-05,9.45504e-05,8.94768e-05,0.0003649968,0,0.9999069616,0.9999120688,0.9999054496,0.9999105232,3.9996350032,4,1,140,130.956575890754,0,0,0,0,0,12,38,42,71,163,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-07,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,660,619,615,627,2521,342,329,340,339,1350,1,12,12,12,37,2.42160772027066,2.42161813626207,2.42160389564881,2.42161439301515,9.68644414519669,0.000109536,0.0001052352,0.0001111152,0.0001067808,0.0004326672,0,0.999890464,0.9998947648,0.9998888848,0.9998932192,3.9995673328,5,1,140,151.457242300204,1,0,1,0,2,18,39,57,71,185,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-08,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,736,731,769,692,2928,407,396,409,400,1612,5,9,8,12,34,2.42155401281495,2.42156776517861,2.42155385006509,2.42156337093223,9.68623899899088,0.000131712,0.0001260336,0.0001317792,0.000127848,0.0005173728,0,0.999868288,0.9998739664,0.9998682208,0.999872152,3.9994826272,6,1,139,142.103162064117,0,0,0,0,0,12,48,85,96,241,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-09,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,795,841,803,821,3260,475,469,479,469,1892,1,4,13,22,40,2.42149412086435,2.42150828010267,2.4214912727417,2.42150705947868,9.68600073318739,0.0001564416,0.0001505952,0.0001576176,0.0001510992,0.0006157536,0,0.9998435584,0.9998494048,0.9998423824,0.9998489008,3.9993842464,7,1,101,103.68312348636,0,0,0,0,0,38,43,72,115,268,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-10,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,1016,986,1033,1023,4058,562,556,566,558,2242,4,11,12,18,45,2.4214294277927,2.42143984378411,2.42142592867059,2.42144025065878,9.68573545090619,0.0001831536,0.0001788528,0.0001845984,0.0001786848,0.0007252896,0,0.9998168464,0.9998211472,0.9998154016,0.9998213152,3.9992747104,1,1,142,154.270562232887,1,0,2,1,4,51,71,90,144,356,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-11,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,1174,1207,1171,1222,4774,663,661,668,667,2659,9,14,11,19,53,2.42134675086089,2.42135960810029,2.42134186836492,2.42135700410244,9.68540523142853,0.0002172912,0.0002119824,0.0002193072,0.0002130576,0.0008616384,0,0.9997827088,0.9997880176,0.9997806928,0.9997869424,3.9991383616,2,1,293,277.072020920711,0,0,0,2,2,39,74,120,169,402,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-12,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,1479,1399,1379,1419,5676,793,783,785,790,3151,7,13,12,32,64,2.42125121668968,2.4212613885563,2.42124657831851,2.42125756393445,9.68501674749894,0.0002567376,0.0002525376,0.0002586528,0.0002541168,0.0010220448,0,0.9997432624,0.9997474624,0.9997413472,0.9997458832,3.9989779552,3,1,388,396.864169188063,0,1,2,0,3,51,87,141,192,471,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-13,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,1761,1731,1644,1785,6921,950,936,926,950,3762,7,17,26,40,90,2.42113086316395,2.42114754502519,2.42113436228606,2.42114209290468,9.68455486337988,0.000306432,0.000299544,0.0003049872,0.0003017952,0.0012127584,0,0.999693568,0.999700456,0.9996950128,0.9996982048,3.9987872416,4,1,471,438.488670268042,1,0,2,2,5,52,126,175,242,595,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-14,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,2049,1903,1853,2103,7908,1133,1101,1082,1139,4455,12,14,34,33,93,2.42098756190713,2.42100668501636,2.4210005818964,2.42099683864948,9.68399166746938,0.0003656016,0.0003577056,0.0003602256,0.0003617712,0.001445304,0,0.9996343984,0.9996422944,0.9996397744,0.9996382288,3.998554696,5,1,513,505.810811161213,1,0,2,0,3,63,124,169,261,617,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-15,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,2270,2355,2405,2379,9409,1327,1304,1290,1348,5269,10,34,35,46,125,2.42082082466965,2.42085182851908,2.42084979414576,2.42082570716563,9.68334815450012,0.000434448,0.0004216464,0.0004224864,0.000432432,0.0017110128,0,0.999565552,0.9995783536,0.9995775136,0.999567568,3.9982889872,6,1,501,472.953478297463,0,1,1,2,4,85,140,227,317,769,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-16,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,2729,2654,3104,2892,11379,1557,1531,1575,1600,6263,20,31,38,53,142,2.420636103572,2.42066019055214,2.42065408743217,2.42063211620029,9.6825824977566,0.00051072,0.0005007744,0.0005032944,0.0005123664,0.0020271552,0,0.99948928,0.9994992256,0.9994967056,0.9994876336,3.9979728448,7,1,363,344.135176710452,0,1,2,3,6,87,172,293,368,920,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-17,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,3415,3225,3387,3433,13460,1854,1806,1882,1900,7442,16,42,51,75,184,2.42041403138016,2.42044422148026,2.42040149964049,2.42039677989438,9.68165653239529,0.0006024144,0.0005899488,0.0006075888,0.0006095376,0.0024094896,0,0.9993975856,0.9994100512,0.9993924112,0.9993904624,3.9975905104,1,1,526,511.708572350656,1,0,2,2,5,107,223,313,430,1073,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-18,0.228531627806313,0.252310424841915,0.290455072661682,0.390242122344042,0.470484170507809,0,0,1,0,0,3921,4035,3791,4023,15770,2197,2162,2209,2251,8819,12,34,72,69,187,2.42013613598435,2.4201817873217,2.42012588274281,2.42011741974979,9.68056122579864,0.0007171584,0.0006983088,0.000721392,0.0007248864,0.0028617456,0,0.9992828416,0.9993016912,0.999278608,0.9992751136,3.9971382544,2,1,987,917.031965886722,1,1,0,2,4,132,264,421,482,1299,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
