country,date,true_val_NPI1,true_val_NPI2,true_val_NPI3,true_val_NPI4,true_val_NPI5,NPI1,NPI2,NPI3,NPI4,NPI5,I_t_1,I_t_2,I_t_3,I_t_4,I_t,C_t_1,C_t_2,C_t_3,C_t_4,C_t,Hicu_t_1,Hicu_t_2,Hicu_t_3,Hicu_t_4,Hicu_t,R_t_1,R_t_2,R_t_3,R_t_4,R_t,cf1_1,cf1_2,cf1_3,cf1_4,cf1,cf2,cf_full_1,cf_full_2,cf_full_3,cf_full_4,cf_full,weekday,rho_period,repC_t,ErepC_t,D_t_1,D_t_2,D_t_3,D_t_4,D_t,H_t_1,H_t_2,H_t_3,H_t_4,H_t,ifr_t_m_1,ifr_t_m_2,ifr_t_m_3,ifr_t_m_4,ifr_t_m,first_vaccination,second_vaccination,alpha,delta
countryA,2020-01-11,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,38,35,44,40,157,22,18,22,19,81,0,0,0,0,0,2.64999663264285,2.64999770112727,2.64999609840064,2.64999796824838,10.5999884004191,5.4096e-06,5.0064e-06,5.6112e-06,4.9056e-06,2.09328e-05,0,0.9999945904,0.9999949936,0.9999943888,0.9999950944,3.9999790672,6,1,9,6.66205809089869,0,0,0,0,0,0,0,0,5,5,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-12,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,54,41,53,58,206,26,23,28,24,101,0,0,0,2,2,2.64999324910884,2.64999458471437,2.64999218062442,2.64999440663364,10.5999744210813,6.6864e-06,6.1824e-06,7.0896e-06,6.2496e-06,2.6208e-05,0,0.9999933136,0.9999938176,0.9999929104,0.9999937504,3.999973792,7,1,0,0,0,0,0,0,0,1,1,7,6,15,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-13,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,59,66,77,60,262,32,29,35,31,127,1,0,0,0,1,2.64998844092894,2.64999093405926,2.64998746148489,2.64998924229226,10.5999560787654,8.5008e-06,7.56e-06,8.8704e-06,8.1984e-06,3.31296e-05,0,0.9999914992,0.99999244,0.9999911296,0.9999918016,3.9999668704,1,1,7,7.76751989905283,0,0,0,0,0,0,1,1,6,8,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-14,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,63,71,68,83,285,37,36,41,38,152,0,3,0,1,4,2.6499831875472,2.64998505739494,2.64998060537651,2.64998389987015,10.5999327501888,1.04832e-05,9.7776e-06,1.14576e-05,1.02144e-05,4.19328e-05,0,0.9999895168,0.9999902224,0.9999885424,0.9999897856,3.9999580672,2,1,17,14.8750827326561,0,0,0,0,0,1,1,2,6,10,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-15,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,84,78,93,86,341,44,44,50,47,185,1,0,1,1,3,2.64997757800398,2.64997873552877,2.64997455063145,2.64997650951956,10.5999073736838,1.26e-05,1.21632e-05,1.37424e-05,1.30032e-05,5.15088e-05,0,0.9999874,0.9999878368,0.9999862576,0.9999869968,3.9999484912,3,1,25,22.188589799621,0,0,0,0,0,4,1,10,8,23,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-16,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,105,94,99,105,403,55,51,58,57,221,0,2,0,2,4,2.64997009861303,2.64997179038003,2.64996626987718,2.64996885204787,10.5998770109181,1.54224e-05,1.4784e-05,1.68672e-05,1.58928e-05,6.29664e-05,0,0.9999845776,0.999985216,0.9999831328,0.9999841072,3.9999370336,4,1,31,25.5205327477488,0,0,0,0,0,4,4,5,15,28,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-17,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,115,129,134,109,487,64,64,70,66,264,0,0,2,3,5,2.64996074937433,2.64996342058539,2.6499574548807,2.64995950280917,10.5998411276496,1.89504e-05,1.79424e-05,2.01936e-05,1.94208e-05,7.65072e-05,0,0.9999810496,0.9999820576,0.9999798064,0.9999805792,3.9999234928,5,1,30,30.7429662793978,0,0,0,0,0,2,10,8,11,31,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-18,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,145,128,173,160,606,78,75,86,80,319,1,2,3,2,8,2.64995050973195,2.64995193437785,2.64994552347131,2.649949797409,10.5997977649901,2.28144e-05,2.22768e-05,2.4696e-05,2.30832e-05,9.28704e-05,0,0.9999771856,0.9999777232,0.999975304,0.9999769168,3.9999071296,6,1,31,29.60686851905,0,0,0,0,0,4,12,10,12,38,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-19,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,186,181,184,196,747,94,92,103,99,388,0,3,2,2,7,2.64993759887851,2.64994053721067,2.64993011948756,2.64993555095004,10.5997438065268,2.76864e-05,2.65776e-05,3.05088e-05,2.84592e-05,0.000113232,0,0.9999723136,0.9999734224,0.9999694912,0.9999715408,3.999886768,7,1,0,0,0,0,0,0,0,2,14,10,27,53,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-20,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,189,223,240,216,868,112,112,125,119,468,1,3,1,1,6,2.64992103736997,2.64992442090397,2.64991373605975,2.64991809903781,10.5996772933715,3.3936e-05,3.26592e-05,3.66912e-05,3.50448e-05,0.0001383312,0,0.999966064,0.9999673408,0.9999633088,0.9999649552,3.9998616688,1,1,31,32.7220026712025,0,0,0,0,0,4,10,24,36,74,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-21,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,290,259,267,269,1085,138,137,149,143,567,1,4,2,4,11,2.64990420874031,2.64990456490179,2.6498923663713,2.6498988663182,10.5996000063316,4.02864e-05,4.0152e-05,4.47552e-05,4.23024e-05,0.000167496,0,0.9999597136,0.999959848,0.9999552448,0.9999576976,3.999832504,2,1,54,59.7314367014419,0,0,0,0,0,11,13,29,34,87,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-22,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,354,297,328,303,1282,173,164,178,170,685,1,2,5,5,13,2.64987838703344,2.64988150344634,2.6498685925929,2.64987491445907,10.5995033975318,5.00304e-05,4.88544e-05,5.37264e-05,5.13408e-05,0.000203952,0,0.9999499696,0.9999511456,0.9999462736,0.9999486592,3.999796048,3,1,85,86.8807820806906,0,1,0,1,2,9,13,20,37,79,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-23,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,413,405,407,388,1613,212,201,214,204,831,0,2,5,2,9,2.64984686674298,2.64985505845689,2.64983938735202,2.6498479352274,10.5993892477793,6.19248e-05,5.88336e-05,6.47472e-05,6.15216e-05,0.0002470272,0,0.9999380752,0.9999411664,0.9999352528,0.9999384784,3.9997529728,4,1,95,98.1670926576103,0,0,0,1,1,8,21,24,40,93,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-24,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,492,490,503,465,1950,258,248,261,248,1015,0,5,8,9,22,2.64981009307078,2.64981899710763,2.64980314792203,2.64981338756441,10.5992456256649,7.58016e-05,7.24416e-05,7.84224e-05,7.45584e-05,0.000301224,0,0.9999241984,0.9999275584,0.9999215776,0.9999254416,3.999698776,5,1,130,116.930578549035,0,0,0,0,0,14,26,39,52,131,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-25,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,543,578,556,623,2300,308,302,312,305,1227,2,4,10,10,26,2.64976628520946,2.64977536732705,2.64975836061666,2.64977198379305,10.5990719969462,9.23328e-05,8.89056e-05,9.53232e-05,9.01824e-05,0.000366744,0,0.9999076672,0.9999110944,0.9999046768,0.9999098176,3.999633256,6,1,93,112.48858780383,0,1,0,1,2,24,31,51,65,171,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-26,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,687,652,689,741,2769,368,362,372,376,1478,3,7,9,18,37,2.64971793628935,2.64972390199404,2.64970885417176,2.64971651164345,10.5988672040986,0.0001105776,0.0001083264,0.0001140048,0.0001111152,0.000444024,0,0.9998894224,0.9998916736,0.9998859952,0.9998888848,3.999555976,7,1,0,0,0,0,1,0,1,14,26,54,83,177,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-27,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,866,775,843,819,3303,448,430,449,453,1780,7,5,8,8,28,2.64965676555617,2.64966584767376,2.64964750535784,2.64965053273037,10.5986206513181,0.0001336608,0.0001302336,0.0001371552,0.0001360128,0.0005370624,0,0.9998663392,0.9998697664,0.9998628448,0.9998639872,3.9994629376,1,1,123,124.548522084807,0,0,1,0,1,27,39,76,98,240,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-28,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,1083,1002,938,1038,4061,549,520,531,546,2146,8,9,17,17,51,2.64957965659702,2.64959684138815,2.64957244432717,2.64957760866855,10.5983265509809,0.0001627584,0.0001562736,0.00016548,0.0001635312,0.0006480432,0,0.9998372416,0.9998437264,0.99983452,0.9998364688,3.9993519568,2,1,223,227.727727363796,0,0,0,0,0,25,56,86,96,263,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-29,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,1239,1260,1300,1273,5072,664,638,650,663,2615,6,8,12,19,45,2.64948322587791,2.64950762293888,2.64948892446149,2.64948518476601,10.5979649580443,0.0001991472,0.0001899408,0.0001969968,0.000198408,0.0007844928,0,0.9998008528,0.9998100592,0.9998030032,0.999801592,3.9992155072,3,1,305,331.003535979533,0,0,0,0,0,25,46,106,148,325,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-30,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,1476,1448,1558,1424,5906,798,773,797,793,3161,6,12,14,28,60,2.6493729048613,2.64939543207454,2.6493731719824,2.64937183637688,10.5975133452951,0.0002407776,0.0002322768,0.0002406768,0.0002411808,0.000954912,0,0.9997592224,0.9997677232,0.9997593232,0.9997588192,3.999045088,4,1,418,373.744772654959,0,1,2,0,3,45,84,136,149,414,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-01-31,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,1817,1951,1845,1874,7487,963,956,969,963,3851,0,9,22,25,56,2.64924148127735,2.64926650162091,2.64923444708824,2.64924504289209,10.5969874728786,0.0002903712,0.0002809296,0.0002930256,0.0002890272,0.0011533536,0,0.9997096288,0.9997190704,0.9997069744,0.9997109728,3.9988466464,5,1,486,445.006452597755,0,0,2,1,3,43,82,155,174,454,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-01,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,2235,2095,2174,2244,8748,1169,1152,1168,1171,4660,8,16,27,36,87,2.64907969492773,2.6490927838619,2.6490701676083,2.64907818124147,10.5963208276394,0.0003514224,0.0003464832,0.0003550176,0.0003519936,0.0014049168,0,0.9996485776,0.9996535168,0.9996449824,0.9996480064,3.9985950832,6,1,431,427.867405090669,0,1,0,0,1,59,133,182,226,600,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-02,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,2705,2662,2645,2652,10664,1418,1395,1409,1415,5637,8,18,34,40,100,2.64888068970407,2.64890624428984,2.64887659384712,2.64887837465449,10.5955419024955,0.0004265184,0.0004168752,0.000428064,0.000427392,0.0016988496,0,0.9995734816,0.9995831248,0.999571936,0.999572608,3.9983011504,7,1,0,0,0,0,1,1,2,70,121,207,269,667,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-03,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,3211,3235,3315,3274,13035,1712,1694,1714,1715,6835,14,36,40,52,142,2.64863983550719,2.64866921882881,2.64864108207235,2.64864223959715,10.5945923760055,0.0005174064,0.0005063184,0.000516936,0.0005164992,0.00205716,0,0.9994825936,0.9994936816,0.999483064,0.9994835008,3.99794284,1,1,502,473.965446801028,0,0,1,0,1,80,194,245,362,881,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-04,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,3890,4050,3989,4178,16107,2068,2070,2085,2107,8330,16,51,54,56,177,2.64835392688385,2.64838117323662,2.64834591325068,2.64835072143058,10.5934317348017,0.000625296,0.0006150144,0.00062832,0.0006265056,0.002495136,0,0.999374704,0.9993849856,0.99937168,0.9993734944,3.997504864,2,1,849,868.574853113921,0,0,0,0,0,102,192,346,401,1041,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-05,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,4771,4967,4659,4996,19393,2504,2539,2511,2577,10131,14,38,47,69,168,2.64800755985027,2.64802055974407,2.64799073122061,2.64797871077086,10.5919975615858,0.000756,0.0007510944,0.0007623504,0.0007668864,0.0030363312,0,0.999244,0.9992489056,0.9992376496,0.9992331136,3.9969636688,3,1,1257,1266.59501460198,0,1,0,1,2,111,249,370,543,1273,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-06,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,5571,5825,5968,5884,23248,3013,3081,3061,3124,12279,30,52,57,87,226,2.64758274825201,2.64757829623359,2.64757589214364,2.64753386508969,10.5902708017189,0.0009163056,0.0009179856,0.0009188928,0.000934752,0.003687936,0,0.9990836944,0.9990820144,0.9990811072,0.999065248,3.996312064,4,1,1424,1436.10149425046,0,3,3,8,14,161,268,504,622,1555,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-07,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,6649,6822,6873,7247,27591,3610,3703,3695,3792,14800,30,42,98,92,262,2.64708670435893,2.6470596360869,2.64704449922425,2.64700995156126,10.5882007912313,0.0011034912,0.0011137056,0.0011194176,0.0011324544,0.0044690688,0,0.9988965088,0.9988862944,0.9988805824,0.9988675456,3.9955309312,5,1,1799,1715.54991249708,1,0,1,1,3,195,388,614,742,1939,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-08,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,8413,7914,8060,8619,33006,4376,4407,4419,4585,17787,35,59,87,134,315,2.64649467494858,2.64645220269279,2.64643252477135,2.64636467601053,10.5857440784232,0.0013268976,0.0013429248,0.0013503504,0.0013759536,0.0053961264,0,0.9986731024,0.9986570752,0.9986496496,0.9986240464,3.9946038736,6,1,1684,1649.82180885939,0,4,3,11,18,254,454,707,880,2295,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-09,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,10278,9355,9997,10064,39694,5329,5226,5320,5494,21369,39,78,117,135,369,2.64574557832814,2.64574753721625,2.645714859401,2.64559723707417,10.5828052120196,0.0016095744,0.0016088352,0.0016211664,0.001665552,0.006505128,0,0.9983904256,0.9983911648,0.9983788336,0.998334448,3.993494872,7,1,0,0,2,2,3,2,9,265,532,840,1064,2701,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-10,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,12164,12590,12308,12643,49705,6452,6370,6445,6642,25909,36,87,157,177,457,2.64483042142039,2.64491456456865,2.64482472283681,2.64470113480529,10.5792708436311,0.0019549152,0.0019231632,0.0019570656,0.0020037024,0.0078388464,0,0.9980450848,0.9980768368,0.9980429344,0.9979962976,3.9921611536,1,1,1658,1820.36159896873,3,2,3,7,15,341,681,1060,1389,3471,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-11,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,14872,15326,14898,15057,60153,7818,7808,7818,8018,31462,53,113,180,211,557,2.6437473343776,2.64379354632887,2.64372881398095,2.64357539742597,10.5748450921134,0.0023636256,0.0023461872,0.0023706144,0.0024285072,0.0095089344,0,0.9976363744,0.9976538128,0.9976293856,0.9975714928,3.9904910656,2,1,3171,3319.0644432352,4,8,7,12,31,384,826,1235,1705,4150,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-12,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,17695,18947,17241,17575,71458,9440,9600,9385,9603,38028,71,138,221,256,686,2.64242312601683,2.64242891364078,2.64240229057059,2.64223471659702,10.5694890468252,0.0028633248,0.0028611408,0.0028711872,0.0029344224,0.0115300752,0,0.9971366752,0.9971388592,0.9971288128,0.9970655776,3.9884699248,3,1,4701,4822.8414122779,3,6,3,13,25,471,1016,1492,2016,4995,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-13,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,23111,21944,23084,20952,89091,11593,11651,11525,11469,46238,75,173,292,320,860,2.6408475566957,2.64074186577825,2.64086714557677,2.64066983212011,10.5631264001708,0.0034578768,0.00349776,0.0034504848,0.0035249424,0.013931064,0,0.9965421232,0.99650224,0.9965495152,0.9964750576,3.986068936,4,1,5029,5449.13427197631,4,2,7,10,23,574,1208,1822,2395,5999,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-14,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,27548,25087,26410,26280,105325,14194,13917,13995,13842,55948,99,223,319,428,1069,2.63878974473861,2.63878796393124,2.63881173770964,2.63880425831868,10.5551937046982,0.0042344064,0.0042350784,0.0042261072,0.0042289296,0.0169245216,0,0.9957655936,0.9957649216,0.9957738928,0.9957710704,3.9830754784,5,1,6592,6489.14041853885,1,4,11,16,32,693,1364,2190,2909,7156,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-15,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,33106,31476,33187,30648,128417,17288,16745,17078,16614,67725,108,248,364,471,1191,2.63633686066636,2.63655420820594,2.63646018157677,2.63646427743372,10.5458155278828,0.0051600192,0.0050780016,0.0051134832,0.0051119376,0.0204634416,0,0.9948399808,0.9949219984,0.9948865168,0.9948880624,3.9795365584,6,1,5866,6236.44489445715,7,10,10,16,43,881,1689,2611,3722,8903,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-16,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,37314,38734,40476,39954,156478,20678,20286,20868,20293,82125,130,273,469,603,1475,2.63338909022582,2.6337515735661,2.63350519886638,2.63373536821903,10.5343812308773,0.0062723808,0.0061355952,0.0062285664,0.0061417104,0.0247782528,0,0.9937276192,0.9938644048,0.9937714336,0.9938582896,3.9752217472,7,1,0,0,5,7,7,21,40,1070,2029,3008,4332,10439,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
countryA,2020-02-17,0.215206020641404,0.247600047802287,0.292588904510417,0.410889282828786,0.469674707046863,1,0,0,0,0,48153,44150,45889,45476,183668,25051,24280,25078,24490,98899,171,372,567,697,1807,2.6300666379145,2.63030268393148,2.62990120090978,2.6301778493348,10.5204483720906,0.0075261312,0.0074370576,0.00758856,0.0074841648,0.0300359136,0,0.9924738688,0.9925629424,0.99241144,0.9925158352,3.9699640864,1,1,7006,6902.19081822891,12,12,19,19,62,1203,2493,3593,5322,12611,0.003,0.006,0.009,0.012,0.0075,0,0,0,0
