country,date,proportion_alpha,proportion_delta,proportion_original
Switzerland,2021-03-21,0.93431758280445,2.90148512179557e-06,0.0656795157104283
Switzerland,2021-03-22,0.938428093253006,3.31014666365936e-06,0.0615685966003303
Switzerland,2021-03-23,0.942297248491495,3.77636618639058e-06,0.0576989751423191
Switzerland,2021-03-24,0.945937274532898,4.30825038474322e-06,0.0540584172167177
Switzerland,2021-03-25,0.949360019205003,4.91504771281315e-06,0.0506350657472846
Switzerland,2021-03-26,0.952576931505037,5.60730918521873e-06,0.0474174611857774
Switzerland,2021-03-27,0.955599046516675,6.39707182313081e-06,0.0443945564115022
Switzerland,2021-03-28,0.958436975250512,7.29806793357422e-06,0.0415557266815544
Switzerland,2021-03-29,0.961100898806484,8.32596385919373e-06,0.038890775229657
Switzerland,2021-03-30,0.963600566297365,9.49863234756248e-06,0.0363899350702875
Switzerland,2021-03-31,0.96594529601508,1.08364632729736e-05,0.0340438675216466
Switzerland,2021-04-01,0.968143979364742,1.23627181095963e-05,0.0318436579171486
Switzerland,2021-04-02,0.970205087134206,1.41039343144085e-05,0.0297808089314799
Switzerland,2021-04-03,0.972136677708756,1.60903866445647e-05,0.0278472319045995
Switzerland,2021-04-04,0.973946406880659,1.83566134217605e-05,0.0260352365059198
Switzerland,2021-04-05,0.975641538941447,2.09420168827566e-05,0.02433751904167
Switzerland,2021-04-06,0.977228958780554,2.3891548039918e-05,0.0227471496714061
Switzerland,2021-04-07,0.978715184747174,2.72564879404972e-05,0.0212575587648857
Switzerland,2021-04-08,0.98010638206293,3.10953388836024e-05,0.0198625225981865
Switzerland,2021-04-09,0.981408376601004,3.54748410579483e-05,0.0185561485579383
Switzerland,2021-04-10,0.982626668872939,4.04711322341715e-05,0.0173328599948267
Switzerland,2021-04-11,0.983766448087408,4.6171070619721e-05,0.0161873808419725
Switzerland,2021-04-12,0.984832606165968,5.26737438042101e-05,0.0151147200902282
Switzerland,2021-04-13,0.985829751619349,6.00921899364714e-05,0.0141101561907148
Switzerland,2021-04-14,0.98676222320427,6.85553609356866e-05,0.013169221434794
Switzerland,2021-04-15,0.987634103295312,7.82103617095075e-05,0.0122876863429782
Switzerland,2021-04-16,0.988449230919148,8.92250041018806e-05,0.0114615440767496
Switzerland,2021-04-17,0.989211214409624,0.000101790719701503,0.0106869948706745
Switzerland,2021-04-18,0.989923443651859,0.000116125881798002,0.00996043046634275
Switzerland,2021-04-19,0.990589101891978,0.000132479593778241,0.00927841851424418
Switzerland,2021-04-20,0.991211177096259,0.000151136009223848,0.00863768689451687
Switzerland,2021-04-21,0.9917924728497,0.000172419258031779,0.00803510789226782
Switzerland,2021-04-22,0.992335618789177,0.000196699063177206,0.0074676821476456
Switzerland,2021-04-23,0.992843080570821,0.000224397144434554,0.00693252228474484
Switzerland,2021-04-24,0.993317169374872,0.000255994518649826,0.00642683610647826
Switzerland,2021-04-25,0.993760050954321,0.000292039821217977,0.00594790922446117
Switzerland,2021-04-26,0.994173754236092,0.00033315879048834,0.0054930869734201
Switzerland,2021-04-27,0.99456017948553,0.00038006507614795,0.00505975543832172
Switzerland,2021-04-28,0.994921106046496,0.000433572554491263,0.00464532139901243
Switzerland,2021-04-29,0.995258199670563,0.000494609358174887,0.00424719097126261
Switzerland,2021-04-30,0.995573019449711,0.000564233855902282,0.00386274669438672
Switzerland,2021-05-01,0.995867024367523,0.000643652848834879,0.00348932278364162
Switzerland,2021-05-02,0.996141579484262,0.000734242285751791,0.00312417822998669
Switzerland,2021-05-03,0.99639796177143,0.000837570838465142,0.00276446739010472
Switzerland,2021-05-04,0.996637365611461,0.000955426723132941,0.00240720766540662
Switzerland,2021-05-05,0.996860907978055,0.00108984820228173,0.00204924381966312
Switzerland,2021-05-06,0.997069633312546,0.00124315825691655,0.00168720843053728
Switzerland,2021-05-07,0.99726451811132,0.00141800397836542,0.00131747791031469
Switzerland,2021-05-08,0.997446475239015,0.00161740129570032,0.000936123465284931
Switzerland,2021-05-09,0.997616357981784,0.00184478572678121,0.000538856291435068
Switzerland,2021-05-10,0.997774963854453,0.002104069919065,0.000120966226482474
Switzerland,2021-05-11,0.997600291170105,0.002399708829895,4.11996825544492e-17
Switzerland,2021-05-12,0.997263226515779,0.00273677348422079,-4.9439619065339e-17
Switzerland,2021-05-13,0.996878965660789,0.00312103433921098,-1.77809156287623e-17
Switzerland,2021-05-14,0.996440944622124,0.00355905537787591,1.90819582357449e-17
Switzerland,2021-05-15,0.995941699855534,0.00405830014446588,-3.38271077815477e-17
Switzerland,2021-05-16,0.995372748981426,0.00462725101857435,-4.0766001685455e-17
Switzerland,2021-05-17,0.994724456903657,0.00527554309634315,-2.60208521396521e-18
Switzerland,2021-05-18,0.993985885902514,0.00601411409748638,4.77048955893622e-17
Switzerland,2021-05-19,0.993144628265281,0.00685537173471919,-1.73472347597681e-17
Switzerland,2021-05-20,0.992186620047312,0.00781337995268758,2.25514051876985e-17
Switzerland,2021-05-21,0.99109593465275,0.00890406534725003,4.68375338513738e-17
Switzerland,2021-05-22,0.989854555111959,0.0101454448880414,-4.68375338513738e-17
Switzerland,2021-05-23,0.988442124243942,0.0115578757560576,6.93889390390723e-18
Switzerland,2021-05-24,0.986835672365986,0.0131643276340135,-8.67361737988404e-18
Switzerland,2021-05-25,0.985009322898237,0.0149906771017632,2.42861286636753e-17
Switzerland,2021-05-26,0.982933977166829,0.0170660228331707,3.46944695195361e-18
Switzerland,2021-05-27,0.980576981005435,0.0194230189945656,-2.08166817117217e-17
Switzerland,2021-05-28,0.977901777472546,0.0220982225274543,2.08166817117217e-17
Switzerland,2021-05-29,0.974867552230919,0.0251324477690814,-6.93889390390723e-18
Switzerland,2021-05-30,0.971428880972791,0.0285711190272091,3.12250225675825e-17
Switzerland,2021-05-31,0.967535391816022,0.0324646081839784,-4.16333634234434e-17
Switzerland,2021-06-01,0.963131459926766,0.0368685400732335,-4.16333634234434e-17
Switzerland,2021-06-02,0.958155956800033,0.0418440431999667,6.93889390390723e-18
Switzerland,2021-06-03,0.95254208265328,0.0474579173467198,-5.55111512312578e-17
Switzerland,2021-06-04,0.946217317175176,0.053782682824824,-2.08166817117217e-17
Switzerland,2021-06-05,0.939103531203654,0.0608964687963457,1.38777878078145e-17
Switzerland,2021-06-06,0.931117309377561,0.0688826906224395,0
Switzerland,2021-06-07,0.922170540755161,0.0778294592448394,1.38777878078145e-17
Switzerland,2021-06-08,0.912171339844422,0.0878286601555777,-4.16333634234434e-17
Switzerland,2021-06-09,0.901025363099292,0.0989746369007078,-4.16333634234434e-17
Switzerland,2021-06-10,0.888637583970861,0.111362416029139,2.77555756156289e-17
Switzerland,2021-06-11,0.874914580988086,0.125085419011914,2.77555756156289e-17
Switzerland,2021-06-12,0.859767375810698,0.140232624189302,2.77555756156289e-17
Switzerland,2021-06-13,0.843114829573251,0.156885170426749,0
Switzerland,2021-06-14,0.824887564508559,0.175112435491441,-2.77555756156289e-17
Switzerland,2021-06-15,0.805032323383923,0.194967676616077,0
Switzerland,2021-06-16,0.783516613251966,0.216483386748034,-5.55111512312578e-17
Switzerland,2021-06-17,0.760333406683061,0.239666593316939,2.77555756156289e-17
Switzerland,2021-06-18,0.735505600543394,0.264494399456606,5.55111512312578e-17
Switzerland,2021-06-19,0.709089870314857,0.290910129685143,0
Switzerland,2021-06-20,0.681179520154813,0.318820479845187,-5.55111512312578e-17
Switzerland,2021-06-21,0.651905929138209,0.348094070861791,0
Switzerland,2021-06-22,0.621438243818069,0.378561756181931,0
Switzerland,2021-06-23,0.589981071946123,0.410018928053877,0
Switzerland,2021-06-24,0.557770088442785,0.442229911557215,5.55111512312578e-17
Switzerland,2021-06-25,0.525065658219963,0.474934341780038,-5.55111512312578e-17
Switzerland,2021-06-26,0.492144786848417,0.507855213151583,0
Switzerland,2021-06-27,0.459291898433169,0.540708101566831,0
Switzerland,2021-06-28,0.426789079116026,0.573210920883974,0
Switzerland,2021-06-29,0.394906489744383,0.605093510255617,0
Switzerland,2021-06-30,0.363893630514887,0.636106369485113,0
Switzerland,2021-07-01,0.333972037637714,0.666027962362286,0
Switzerland,2021-07-02,0.305329825845649,0.694670174154352,0
Switzerland,2021-07-03,0.278118289565105,0.721881710434895,0
Switzerland,2021-07-04,0.252450571745416,0.747549428254584,0
Switzerland,2021-07-05,0.228402231130844,0.771597768869156,0
Switzerland,2021-07-06,0.206013405994407,0.793986594005593,0
Switzerland,2021-07-07,0.185292194069925,0.814707805930075,0
Switzerland,2021-07-08,0.166218843445423,0.833781156554577,0
Switzerland,2021-07-09,0.148750368726667,0.851249631273333,0
Switzerland,2021-07-10,0.132825257895249,0.867174742104751,0
Switzerland,2021-07-11,0.118368004149493,0.881631995850507,0
Switzerland,2021-07-12,0.105293271385247,0.894706728614753,0
Switzerland,2021-07-13,0.0935095725569028,0.906490427443097,0
Switzerland,2021-07-14,0.0829224010183407,0.917077598981659,0
Switzerland,2021-07-15,0.073436803192512,0.926563196807488,0
Switzerland,2021-07-16,0.064959416046087,0.935040583953913,0
Switzerland,2021-07-17,0.0574000159303891,0.942599984069611,0
Switzerland,2021-07-18,0.0506726383428792,0.949327361657121,0
Switzerland,2021-07-19,0.0446963333305488,0.955303666669451,0
Switzerland,2021-07-20,0.0393956208002713,0.960604379199729,0
Switzerland,2021-07-21,0.0347007058437628,0.965299294156237,0
Switzerland,2021-07-22,0.0305475078748687,0.969452492125131,0
Switzerland,2021-07-23,0.0268775500784624,0.973122449921538,0
Switzerland,2021-07-24,0.0236377482007792,0.976362251799221,0
Switzerland,2021-07-25,0.0207801306012124,0.979219869398788,0
Switzerland,2021-07-26,0.0182615150447757,0.981738484955224,0
Switzerland,2021-07-27,0.0160431620908288,0.983956837909171,0
Switzerland,2021-07-28,0.0140904201654083,0.985909579834592,0
Switzerland,2021-07-29,0.0123723734595477,0.987627626540452,0
Switzerland,2021-07-30,0.0108615006019748,0.989138499398025,0
Switzerland,2021-07-31,0.00953334951959628,0.990466650480404,0
Switzerland,2021-08-01,0.00836623192590547,0.991633768074094,0
Switzerland,2021-08-02,0.00734093937160607,0.992659060628394,0
Switzerland,2021-08-03,0.00644048166725908,0.993559518332741,0
Switzerland,2021-08-04,0.005649847668872,0.994350152331128,0
Switzerland,2021-08-05,0.00495578783945683,0.995044212160543,0
Switzerland,2021-08-06,0.00434661760871491,0.995653382391285,0
Switzerland,2021-08-07,0.00381204030502735,0.996187959694973,0
Switzerland,2021-08-08,0.00334298829323654,0.996657011706763,0
Switzerland,2021-08-09,0.00293148089003281,0.997068519109967,0
Switzerland,2021-08-10,0.00257049762398953,0.99742950237601,0
Switzerland,2021-08-11,0.00225386544225104,0.997746134557749,0
Switzerland,2021-08-12,0.00197615852749866,0.998023841472501,0
Switzerland,2021-08-13,0.00173260946725406,0.998267390532746,0
Switzerland,2021-08-14,0.0015190306054893,0.998480969394511,0
Switzerland,2021-08-15,0.0013317444985852,0.998668255501415,0
Switzerland,2021-08-16,0.00116752249012109,0.998832477509879,0
Switzerland,2021-08-17,0.00102353050913095,0.998976469490869,0
Switzerland,2021-08-18,0.000897281282620011,0.99910271871738,0
Switzerland,2021-08-19,0.000786592234157335,0.999213407765843,0
Switzerland,2021-08-20,0.000689548415687913,0.999310451584312,0
Switzerland,2021-08-21,0.000604469889038284,0.999395530110962,0
Switzerland,2021-08-22,0.000529883036945233,0.999470116963055,0
Switzerland,2021-08-23,0.000464495340944615,0.999535504659055,0
Switzerland,2021-08-24,0.000407173215414502,0.999592826784585,0
Switzerland,2021-08-25,0.000356922533783388,0.999643077466217,0
Switzerland,2021-08-26,0.000312871524786651,0.999687128475213,0
Switzerland,2021-08-27,0.000274255754053154,0.999725744245947,0
Switzerland,2021-08-28,0.000240404939643613,0.999759595060356,0
Switzerland,2021-08-29,0.000210731379788331,0.999789268620212,0
Switzerland,2021-08-30,0.000184719797374666,0.999815280202625,0
Switzerland,2021-08-31,0.000161918429039454,0.999838081570961,0
Switzerland,2021-09-01,0.000141931207327195,0.999858068792673,0
Switzerland,2021-09-02,0.000124410902600625,0.999875589097399,0
Switzerland,2021-09-03,0.000109053107470891,0.999890946892529,0
Switzerland,2021-09-04,9.55909606905614e-05,0.99990440903931,0
Switzerland,2021-09-05,8.379051996521e-05,0.999916209480035,0
Switzerland,2021-09-06,7.34467041321185e-05,0.999926553295868,0
Switzerland,2021-09-07,6.43797348588437e-05,0.999935620265141,0
Switzerland,2021-09-08,5.64320165190591e-05,0.999943567983481,0
Switzerland,2021-09-09,4.94654004192796e-05,0.999950534599581,0
Switzerland,2021-09-10,4.33587861126128e-05,0.999956641213887,0
Switzerland,2021-09-11,3.80060183458042e-05,0.999961993981654,0
Switzerland,2021-09-12,3.33140432526857e-05,0.999966685956747,0
Switzerland,2021-09-13,2.92012918814422e-05,0.999970798708119,0
Switzerland,2021-09-14,2.55962630564266e-05,0.999974403736944,0
Switzerland,2021-09-15,2.24362810221646e-05,0.999977563718978,0
Switzerland,2021-09-16,1.96664063271124e-05,0.999980333593673,0
Switzerland,2021-09-17,1.72384810647186e-05,0.999982761518935,0
Switzerland,2021-09-18,1.51102919058177e-05,0.999984889708094,0
Switzerland,2021-09-19,1.32448364004167e-05,0.9999867551636,0
Switzerland,2021-09-20,1.16096798103982e-05,0.99998839032019,0
Switzerland,2021-09-21,1.0176391313399e-05,0.999989823608687,0
Switzerland,2021-09-22,8.9200497800368e-06,0.99999107995022,0
Switzerland,2021-09-23,7.81881054734424e-06,0.999992181189453,0
Switzerland,2021-09-24,6.85352566121011e-06,0.999993146474339,0
Switzerland,2021-09-25,6.0074109872188e-06,0.999993992589013,0
Switzerland,2021-09-26,5.26575441384125e-06,0.999994734245586,0
Switzerland,2021-09-27,4.61566006826342e-06,0.999995384339932,0
Switzerland,2021-09-28,4.04582410806764e-06,0.999995954175892,0
Switzerland,2021-09-29,3.54633818799854e-06,0.999996453661812,0
Switzerland,2021-09-30,3.10851718521299e-06,0.999996891482815,0
Switzerland,2021-10-01,2.72474819262847e-06,0.999997275251807,0
Switzerland,2021-10-02,2.388358152694e-06,0.999997611641847,0
Switzerland,2021-10-03,2.09349782975821e-06,0.99999790650217,0
Switzerland,2021-10-04,1.83504010864421e-06,0.999998164959891,0
Switzerland,2021-10-05,1.60849084474002e-06,0.999998391509155,0
Switzerland,2021-10-06,1.40991072250518e-06,0.999998590089277,0
Switzerland,2021-10-07,1.235846758596e-06,0.999998764153241,0
Switzerland,2021-10-08,1.08327226211458e-06,0.999998916727738,0
Switzerland,2021-10-09,9.49534207150826e-07,0.999999050465793,0
Switzerland,2021-10-10,8.32307100351315e-07,0.9999991676929,0
Switzerland,2021-10-11,7.29552547040768e-07,0.999999270447453,0
Switzerland,2021-10-12,6.39483806019747e-07,0.999999360516194,0
Switzerland,2021-10-13,5.60534721083528e-07,0.999999439465279,0
Switzerland,2021-10-14,4.91332489582774e-07,0.99999950866751,0
Switzerland,2021-10-15,4.30673790963176e-07,0.999999569326209,0
Switzerland,2021-10-16,3.77503863058237e-07,0.999999622496137,0
Switzerland,2021-10-17,3.30898161537974e-07,0.999999669101839,0
Switzerland,2021-10-18,2.90046284101564e-07,0.999999709953716,0
Switzerland,2021-10-19,2.5423787808343e-07,0.999999745762122,0
Switzerland,2021-10-20,2.22850289666177e-07,0.99999977714971,0
Switzerland,2021-10-21,1.95337735320322e-07,0.999999804662265,0
Switzerland,2021-10-22,1.71221813616285e-07,0.999999828778186,0
Switzerland,2021-10-23,1.50083184435879e-07,0.999999849916816,0
Switzerland,2021-10-24,1.31554278581802e-07,0.999999868445721,0
Switzerland,2021-10-25,1.15312906334708e-07,0.999999884687094,0
Switzerland,2021-10-26,1.01076654379639e-07,0.999999898923346,0
Switzerland,2021-10-27,8.85979752895949e-08,0.999999911402025,0
Switzerland,2021-10-28,7.76598838569953e-08,0.999999922340116,0
Switzerland,2021-10-29,6.80721823353991e-08,0.999999931927818,0
Switzerland,2021-10-30,5.96681553055589e-08,0.999999940331845,0
Switzerland,2021-10-31,5.23016691067468e-08,0.999999947698331,0
Switzerland,2021-11-01,4.58446315354522e-08,0.999999954155368,0
Switzerland,2021-11-02,4.01847638498154e-08,0.999999959815236,0
Switzerland,2021-11-03,3.52236501077741e-08,0.99999996477635,0
Switzerland,2021-11-04,3.08750233157795e-08,0.999999969124977,0
Switzerland,2021-11-05,2.70632672938476e-08,0.999999972936733,0
Switzerland,2021-11-06,2.37221017274081e-08,0.999999976277898,0
Switzerland,2021-11-07,2.07934283125155e-08,0.999999979206572,0
Switzerland,2021-11-08,1.82263218961864e-08,0.999999981773678,0
Switzerland,2021-11-09,1.5976144185359e-08,0.999999984023856,0
Switzerland,2021-11-10,1.40037679230431e-08,0.999999985996232,0
Switzerland,2021-11-11,1.22748965436514e-08,0.999999987725104,0
Switzerland,2021-11-12,1.07594674281231e-08,0.999999989240533,0
Switzerland,2021-11-13,9.43112954399083e-09,0.999999990568871,0
Switzerland,2021-11-14,8.26678492327204e-09,0.999999991733215,0
Switzerland,2021-11-15,7.24618764991192e-09,0.999999992753812,0
Switzerland,2021-11-16,6.35159080886183e-09,0.999999993648409,0
Switzerland,2021-11-17,5.56743873225685e-09,0.999999994432561,0
Switzerland,2021-11-18,4.88009610499773e-09,0.999999995119904,0
Switzerland,2021-11-19,4.27761115417979e-09,0.999999995722389,0
Switzerland,2021-11-20,3.74950759329806e-09,0.999999996250492,0
Switzerland,2021-11-21,3.28660254567126e-09,0.999999996713397,0
Switzerland,2021-11-22,2.88084645028164e-09,0.999999997119154,0
Switzerland,2021-11-23,2.52518406185231e-09,0.999999997474816,0
Switzerland,2021-11-24,2.21343099404692e-09,0.999999997786569,0
Switzerland,2021-11-25,1.9401660278362e-09,0.999999998059834,0
Switzerland,2021-11-26,1.70063785276398e-09,0.999999998299362,0
Switzerland,2021-11-27,1.49068113408646e-09,0.999999998509319,0
Switzerland,2021-11-28,1.30664523645407e-09,0.999999998693355,0
Switzerland,2021-11-29,1.14533005302064e-09,0.99999999885467,0
Switzerland,2021-11-30,1.00393027224754e-09,0.99999999899607,0
Switzerland,2021-12-01,8.79987638313651e-10,0.999999999120012,0
Switzerland,2021-12-02,7.71346320149746e-10,0.999999999228654,0
Switzerland,2021-12-03,6.76117828390943e-10,0.999999999323882,0
Switzerland,2021-12-04,5.92645932329106e-10,0.999999999407354,0
Switzerland,2021-12-05,5.19479348426444e-10,0.999999999480521,0
Switzerland,2021-12-06,4.55345539052132e-10,0.999999999544654,0
Switzerland,2021-12-07,3.99129840289447e-10,0.99999999960087,0
Switzerland,2021-12-08,3.49854145653694e-10,0.999999999650146,0
Switzerland,2021-12-09,3.06662029103677e-10,0.999999999693338,0
Switzerland,2021-12-10,2.68802313740935e-10,0.999999999731198,0
Switzerland,2021-12-11,2.35616637311864e-10,0.999999999764383,0
Switzerland,2021-12-12,2.06527905888265e-10,0.999999999793472,0
Switzerland,2021-12-13,1.81030523904724e-10,0.99999999981897,0
Switzerland,2021-12-14,1.586808462406e-10,0.999999999841319,0
Switzerland,2021-12-15,1.39090516881879e-10,0.999999999860909,0
Switzerland,2021-12-16,1.21918697360002e-10,0.999999999878081,0
Switzerland,2021-12-17,1.06866959725949e-10,0.999999999893133,0
Switzerland,2021-12-18,9.36735133905131e-11,0.999999999906326,0
Switzerland,2021-12-19,8.21087642322027e-11,0.999999999917891,0
Switzerland,2021-12-20,7.19717618835603e-11,0.999999999928028,0
Switzerland,2021-12-21,6.30864249728802e-11,0.999999999936914,0
Switzerland,2021-12-22,5.52977663659249e-11,0.999999999944702,0
Switzerland,2021-12-23,4.84710049875048e-11,0.999999999951529,0
Switzerland,2021-12-24,4.24869028847752e-11,0.999999999957513,0
Switzerland,2021-12-25,3.72415431826312e-11,0.999999999962759,0
Switzerland,2021-12-26,3.26436655484486e-11,0.999999999967356,0
Switzerland,2021-12-27,2.86135559690592e-11,0.999999999971386,0
Switzerland,2021-12-28,2.50810483493069e-11,0.999999999974919,0
Switzerland,2021-12-29,2.19846363336274e-11,0.999999999978015,0
Switzerland,2021-12-30,1.92703630830238e-11,0.99999999998073,0
Switzerland,2021-12-31,1.6891377185857e-11,0.999999999983109,0
Switzerland,2022-01-01,1.48059342564011e-11,0.999999999985194,0
Switzerland,2022-01-02,1.29780630686582e-11,0.999999999987022,0
Switzerland,2022-01-03,1.13757891995192e-11,0.999999999988624,0
Switzerland,2022-01-04,9.97135707336838e-12,0.999999999990029,0
Switzerland,2022-01-05,8.74034178366401e-12,0.99999999999126,0
Switzerland,2022-01-06,7.66120500372836e-12,0.999999999992339,0
Switzerland,2022-01-07,6.71551703135265e-12,0.999999999993284,0
Switzerland,2022-01-08,5.88640247656258e-12,0.999999999994114,0
Switzerland,2022-01-09,5.15965048464295e-12,0.99999999999484,0
Switzerland,2022-01-10,4.52260451311304e-12,0.999999999995477,0
Switzerland,2022-01-11,3.96438437633151e-12,0.999999999996036,0
Switzerland,2022-01-12,3.47477602247182e-12,0.999999999996525,0
Switzerland,2022-01-13,3.04578584575665e-12,0.999999999996954,0
Switzerland,2022-01-14,2.66986432961858e-12,0.99999999999733,0
Switzerland,2022-01-15,2.34012809130491e-12,0.99999999999766,0
Switzerland,2022-01-16,2.05124806029744e-12,0.999999999997949,0
Switzerland,2022-01-17,1.7981172106829e-12,0.999999999998202,0
Switzerland,2022-01-18,1.57607260575787e-12,0.999999999998424,0
Switzerland,2022-01-19,1.38156153184354e-12,0.999999999998618,0
Switzerland,2022-01-20,1.21103127526112e-12,0.999999999998789,0
Switzerland,2022-01-21,1.06137321154165e-12,0.999999999998939,0
Switzerland,2022-01-22,9.30366894635881e-13,0.99999999999907,0
Switzerland,2022-01-23,8.1556983388964e-13,0.999999999999184,0
Switzerland,2022-01-24,7.14761583253676e-13,0.999999999999285,0
Switzerland,2022-01-25,6.26609875098438e-13,0.999999999999373,0
Switzerland,2022-01-26,5.49338352584528e-13,0.999999999999451,0
Switzerland,2022-01-27,4.81392703477468e-13,0.999999999999519,0
Switzerland,2022-01-28,4.2188474935756e-13,0.999999999999578,0
Switzerland,2022-01-29,3.69926311805102e-13,0.99999999999963,0
Switzerland,2022-01-30,3.24185123190546e-13,0.999999999999676,0
Switzerland,2022-01-31,2.8421709430404e-13,0.999999999999716,0
Switzerland,2022-02-01,2.49134046725885e-13,0.999999999999751,0
Switzerland,2022-02-02,2.18269846641306e-13,0.999999999999782,0
Switzerland,2022-02-03,1.91402449445377e-13,0.999999999999809,0
Switzerland,2022-02-04,1.67865721323324e-13,0.999999999999832,0
Switzerland,2022-02-05,1.46993528460371e-13,0.999999999999853,0
Switzerland,2022-02-06,1.29007915461443e-13,0.999999999999871,0
Switzerland,2022-02-07,1.13020703906841e-13,0.999999999999887,0
Switzerland,2022-02-08,9.9031893796564e-14,0.999999999999901,0
Switzerland,2022-02-09,8.68194405256872e-14,0.999999999999913,0
Switzerland,2022-02-10,7.61612994892857e-14,0.999999999999924,0
Switzerland,2022-02-11,6.66133814775094e-14,0.999999999999933,0
Switzerland,2022-02-12,5.83977310952832e-14,0.999999999999942,0
Switzerland,2022-02-13,5.12923037376822e-14,0.999999999999949,0
Switzerland,2022-02-14,4.48530101948563e-14,0.999999999999955,0
Switzerland,2022-02-15,3.93018950717305e-14,0.999999999999961,0
Switzerland,2022-02-16,3.44169137633799e-14,0.999999999999966,0
Switzerland,2022-02-17,3.01980662698043e-14,0.99999999999997,0
Switzerland,2022-02-18,2.64233079860787e-14,0.999999999999974,0
Switzerland,2022-02-19,2.33146835171283e-14,0.999999999999977,0
Switzerland,2022-02-20,2.04281036531029e-14,0.99999999999998,0
Switzerland,2022-02-21,1.77635683940025e-14,0.999999999999982,0
Switzerland,2022-02-22,1.57651669496772e-14,0.999999999999984,0
Switzerland,2022-02-23,1.37667655053519e-14,0.999999999999986,0
Switzerland,2022-02-24,1.19904086659517e-14,0.999999999999988,0
Switzerland,2022-02-25,1.04360964314765e-14,0.99999999999999,0
Switzerland,2022-02-26,9.32587340685131e-15,0.999999999999991,0
Switzerland,2022-02-27,7.99360577730113e-15,0.999999999999992,0
Switzerland,2022-02-28,7.105427357601e-15,0.999999999999993,0
Switzerland,2022-03-01,6.21724893790088e-15,0.999999999999994,0
Switzerland,2022-03-02,5.55111512312578e-15,0.999999999999994,0
Switzerland,2022-03-03,4.88498130835069e-15,0.999999999999995,0
Switzerland,2022-03-04,4.2188474935756e-15,0.999999999999996,0
Switzerland,2022-03-05,3.77475828372553e-15,0.999999999999996,0
Switzerland,2022-03-06,3.33066907387547e-15,0.999999999999997,0
Switzerland,2022-03-07,2.88657986402541e-15,0.999999999999997,0
Switzerland,2022-03-08,2.44249065417534e-15,0.999999999999998,0
Switzerland,2022-03-09,2.22044604925031e-15,0.999999999999998,0
Switzerland,2022-03-10,1.99840144432528e-15,0.999999999999998,0
Switzerland,2022-03-11,1.77635683940025e-15,0.999999999999998,0
Switzerland,2022-03-12,1.55431223447522e-15,0.999999999999998,0
Switzerland,2022-03-13,1.33226762955019e-15,0.999999999999999,0
Switzerland,2022-03-14,1.11022302462516e-15,1,0
Switzerland,2022-03-15,8.88178419700125e-16,1,0
Switzerland,2022-03-16,8.88178419700125e-16,1,0
Switzerland,2022-03-17,6.66133814775094e-16,1,0
Switzerland,2022-03-18,6.66133814775094e-16,1,0
Switzerland,2022-03-19,6.66133814775094e-16,1,0
Switzerland,2022-03-20,4.44089209850063e-16,1,0
Switzerland,2022-03-21,4.44089209850063e-16,1,0
Switzerland,2022-03-22,4.44089209850063e-16,1,0
Switzerland,2022-03-23,4.44089209850063e-16,1,0
Switzerland,2022-03-24,2.22044604925031e-16,1,0
Switzerland,2022-03-25,2.22044604925031e-16,1,0
Switzerland,2022-03-26,2.22044604925031e-16,1,0
Switzerland,2022-03-27,2.22044604925031e-16,1,0
Switzerland,2022-03-28,2.22044604925031e-16,1,0
Switzerland,2022-03-29,2.22044604925031e-16,1,0
Switzerland,2022-03-30,2.22044604925031e-16,1,0
Switzerland,2022-03-31,2.22044604925031e-16,1,0
Switzerland,2022-04-01,0,1,0
Switzerland,2022-04-02,0,1,0
Switzerland,2022-04-03,0,1,0
Switzerland,2022-04-04,0,1,0
Switzerland,2022-04-05,0,1,0
Switzerland,2022-04-06,0,1,0
Switzerland,2022-04-07,0,1,0
Switzerland,2022-04-08,0,1,0
Switzerland,2022-04-09,0,1,0
Switzerland,2022-04-10,0,1,0
Switzerland,2022-04-11,0,1,0
Switzerland,2022-04-12,0,1,0
Switzerland,2022-04-13,0,1,0
Switzerland,2022-04-14,0,1,0
Switzerland,2022-04-15,0,1,0
Switzerland,2022-04-16,0,1,0
Switzerland,2022-04-17,0,1,0
Switzerland,2022-04-18,0,1,0
Switzerland,2022-04-19,0,1,0
Switzerland,2022-04-20,0,1,0
Switzerland,2022-04-21,0,1,0
Switzerland,2022-04-22,0,1,0
Switzerland,2022-04-23,0,1,0
Switzerland,2022-04-24,0,1,0
Switzerland,2022-04-25,0,1,0
Switzerland,2022-04-26,0,1,0
Switzerland,2022-04-27,0,1,0
Switzerland,2022-04-28,0,1,0
Switzerland,2022-04-29,0,1,0
Switzerland,2022-04-30,0,1,0
Switzerland,2022-05-01,0,1,0
Switzerland,2022-05-02,0,1,0
Switzerland,2022-05-03,0,1,0
Switzerland,2022-05-04,0,1,0
Switzerland,2022-05-05,0,1,0
Switzerland,2022-05-06,0,1,0
Switzerland,2022-05-07,0,1,0
Switzerland,2022-05-08,0,1,0
Switzerland,2022-05-09,0,1,0
Switzerland,2022-05-10,0,1,0
Switzerland,2022-05-11,0,1,0
Switzerland,2022-05-12,0,1,0
Switzerland,2022-05-13,0,1,0
Switzerland,2022-05-14,0,1,0
Switzerland,2022-05-15,0,1,0
Switzerland,2022-05-16,0,1,0
Switzerland,2022-05-17,0,1,0
